DATE,TEMPERATURE
2016-12-20-16:45,55.0
2016-12-20-17:00,55.0
2016-12-20-17:15,55.0
2016-12-20-17:30,55.0
2016-12-20-17:45,55.0
2016-12-20-18:00,55.0
2016-12-20-18:15,55.0
2016-12-20-18:30,55.0
2016-12-20-18:45,55.0
2016-12-20-19:00,55.0
2016-12-20-19:15,55.0
2016-12-20-19:30,55.0
2016-12-20-19:45,55.0
2016-12-20-20:00,55.0
2016-12-20-20:15,55.0
2016-12-20-20:30,55.0
2016-12-20-20:45,55.0
2016-12-20-21:00,55.0
2016-12-20-21:15,55.0
2016-12-20-21:30,55.0
2016-12-20-21:45,55.0
2016-12-20-22:00,55.0
2016-12-20-22:15,55.0
2016-12-20-22:30,55.0
2016-12-20-22:45,55.0
2016-12-20-23:00,55.0
2016-12-20-23:15,55.0
2016-12-20-23:30,55.0
2016-12-20-23:45,55.0
2016-12-21-00:00,55.0
2016-12-21-00:15,55.0
2016-12-21-00:30,55.0
2016-12-21-00:45,55.0
2016-12-21-01:00,55.0
2016-12-21-01:15,55.0
2016-12-21-01:30,55.0
2016-12-21-01:45,55.0
2016-12-21-02:00,55.0
2016-12-21-02:15,55.0
2016-12-21-02:30,55.0
2016-12-21-02:45,55.0
2016-12-21-03:00,55.0
2016-12-21-03:15,55.0
2016-12-21-03:30,55.0
2016-12-21-03:45,55.0
2016-12-21-04:00,55.0
2016-12-21-04:15,55.0
2016-12-21-04:30,55.0
2016-12-21-04:45,55.0
2016-12-21-05:00,55.0
2016-12-21-05:15,55.0
2016-12-21-05:30,55.0
2016-12-21-05:45,55.0
2016-12-21-06:00,55.0
2016-12-21-06:15,55.0
2016-12-21-06:30,55.0
2016-12-21-06:45,55.0
2016-12-21-07:00,55.0
2016-12-21-07:15,55.0
2016-12-21-07:30,55.0
2016-12-21-07:45,55.0
2016-12-21-08:00,55.0
2016-12-21-08:15,55.0
2016-12-21-08:30,55.0
2016-12-21-08:45,55.0
2016-12-21-09:00,55.0
2016-12-21-09:15,55.0
2016-12-21-09:30,55.0
2016-12-21-09:45,55.0
2016-12-21-10:00,55.0
2016-12-21-10:15,55.0
2016-12-21-10:30,55.0
2016-12-21-10:45,55.0
2016-12-21-11:00,55.0
2016-12-21-11:15,55.0
2016-12-21-11:30,55.0
2016-12-21-11:45,55.0
2016-12-21-12:00,55.2
2016-12-21-12:15,55.2
2016-12-21-12:30,55.2
2016-12-21-12:45,55.2
2016-12-21-13:00,55.2
2016-12-21-13:15,55.2
2016-12-21-13:30,55.2
2016-12-21-13:45,55.2
2016-12-21-14:00,55.4
2016-12-21-14:15,55.4
2016-12-21-14:30,55.4
2016-12-21-14:45,55.4
2016-12-21-15:00,55.4
2016-12-21-15:15,55.4
2016-12-21-15:30,55.4
2016-12-21-15:45,55.4
2016-12-21-16:00,55.4
2016-12-21-16:15,55.4
2016-12-21-16:30,55.4
2016-12-21-16:45,55.4
2016-12-21-17:00,55.4
2016-12-21-17:15,55.5
2016-12-21-17:30,55.5
2016-12-21-17:45,55.5
2016-12-21-18:00,55.5
2016-12-21-18:15,55.5
2016-12-21-18:30,55.5
2016-12-21-18:45,55.5
2016-12-21-19:00,55.5
2016-12-21-19:15,55.5
2016-12-21-19:30,55.5
2016-12-21-19:45,55.5
2016-12-21-20:00,55.5
2016-12-21-20:15,55.7
2016-12-21-20:30,55.7
2016-12-21-20:45,55.7
2016-12-21-21:00,55.7
2016-12-21-21:15,55.7
2016-12-21-21:30,55.7
2016-12-21-21:45,55.7
2016-12-21-22:00,55.9
2016-12-21-22:15,55.9
2016-12-21-22:30,55.9
2016-12-21-22:45,55.9
2016-12-21-23:00,55.9
2016-12-21-23:15,55.9
2016-12-21-23:30,55.9
2016-12-21-23:45,55.9
2016-12-22-00:00,55.9
2016-12-22-00:15,55.9
2016-12-22-00:30,55.9
2016-12-22-00:45,55.9
2016-12-22-01:00,55.9
2016-12-22-01:15,55.9
2016-12-22-01:30,56.1
2016-12-22-01:45,56.1
2016-12-22-02:00,56.1
2016-12-22-02:15,56.1
2016-12-22-02:30,56.1
2016-12-22-02:45,56.3
2016-12-22-03:00,56.3
2016-12-22-03:15,56.3
2016-12-22-03:30,56.3
2016-12-22-03:45,56.3
2016-12-22-04:00,56.3
2016-12-22-04:15,56.3
2016-12-22-04:30,56.3
2016-12-22-04:45,56.3
2016-12-22-05:00,56.3
2016-12-22-05:15,56.3
2016-12-22-05:30,56.3
2016-12-22-05:45,56.3
2016-12-22-06:00,56.3
2016-12-22-06:15,56.3
2016-12-22-06:30,56.3
2016-12-22-06:45,56.3
2016-12-22-07:00,56.3
2016-12-22-07:15,56.3
2016-12-22-07:30,56.3
2016-12-22-07:45,56.3
2016-12-22-08:00,56.3
2016-12-22-08:15,56.3
2016-12-22-08:30,56.3
2016-12-22-08:45,56.4
2016-12-22-09:00,56.4
2016-12-22-09:15,56.4
2016-12-22-09:30,56.4
2016-12-22-09:45,56.4
2016-12-22-10:00,56.4
2016-12-22-10:15,56.4
2016-12-22-10:30,56.4
2016-12-22-10:45,56.4
2016-12-22-11:00,56.4
2016-12-22-11:15,56.4
2016-12-22-11:30,56.4
2016-12-22-11:45,56.4
2016-12-22-12:00,56.4
2016-12-22-12:15,56.6
2016-12-22-12:30,56.6
2016-12-22-12:45,56.6
2016-12-22-13:00,56.6
2016-12-22-13:15,56.6
2016-12-22-13:30,56.8
2016-12-22-13:45,56.8
2016-12-22-14:00,56.8
2016-12-22-14:15,56.8
2016-12-22-14:30,56.8
2016-12-22-14:45,56.8
2016-12-22-15:00,56.8
2016-12-22-15:15,56.8
2016-12-22-15:30,56.8
2016-12-22-15:45,56.8
2016-12-22-16:00,56.8
2016-12-22-16:15,57.0
2016-12-22-16:30,57.0
2016-12-22-16:45,57.0
2016-12-22-17:00,57.0
2016-12-22-17:15,57.0
2016-12-22-17:30,57.2
2016-12-22-17:45,57.2
2016-12-22-18:00,57.2
2016-12-22-18:15,57.2
2016-12-22-18:30,57.2
2016-12-22-18:45,57.2
2016-12-22-19:00,57.2
2016-12-22-19:15,57.2
2016-12-22-19:30,57.2
2016-12-22-19:45,57.2
2016-12-22-20:00,57.2
2016-12-22-20:15,57.2
2016-12-22-20:30,57.2
2016-12-22-20:45,57.2
2016-12-22-21:00,57.2
2016-12-22-21:15,57.3
2016-12-22-21:30,57.3
2016-12-22-21:45,57.3
2016-12-22-22:00,57.3
2016-12-22-22:15,57.3
2016-12-22-22:30,57.3
2016-12-22-22:45,57.3
2016-12-22-23:00,57.3
2016-12-22-23:15,57.3
2016-12-22-23:30,57.3
2016-12-22-23:45,57.3
2016-12-23-00:00,57.3
2016-12-23-00:15,57.3
2016-12-23-00:30,57.3
2016-12-23-00:45,57.3
2016-12-23-01:00,57.3
2016-12-23-01:15,57.3
2016-12-23-01:30,57.3
2016-12-23-01:45,57.3
2016-12-23-02:00,57.3
2016-12-23-02:15,57.3
2016-12-23-02:30,57.3
2016-12-23-02:45,57.3
2016-12-23-03:00,57.3
2016-12-23-03:15,57.3
2016-12-23-03:30,57.3
2016-12-23-03:45,57.3
2016-12-23-04:00,57.3
2016-12-23-04:15,57.3
2016-12-23-04:30,57.3
2016-12-23-04:45,57.3
2016-12-23-05:00,57.3
2016-12-23-05:15,57.3
2016-12-23-05:30,57.3
2016-12-23-05:45,57.3
2016-12-23-06:00,57.3
2016-12-23-06:15,57.3
2016-12-23-06:30,57.3
2016-12-23-06:45,57.3
2016-12-23-07:00,57.3
2016-12-23-07:15,57.3
2016-12-23-07:30,57.3
2016-12-23-07:45,57.3
2016-12-23-08:00,57.3
2016-12-23-08:15,57.3
2016-12-23-08:30,57.2
2016-12-23-08:45,57.2
2016-12-23-09:00,57.2
2016-12-23-09:15,57.2
2016-12-23-09:30,57.2
2016-12-23-09:45,57.2
2016-12-23-10:00,57.2
2016-12-23-10:15,57.2
2016-12-23-10:30,57.2
2016-12-23-10:45,57.2
2016-12-23-11:00,57.2
2016-12-23-11:15,57.2
2016-12-23-11:30,57.2
2016-12-23-11:45,57.0
2016-12-23-12:00,57.0
2016-12-23-12:15,57.0
2016-12-23-12:30,57.0
2016-12-23-12:45,57.0
2016-12-23-13:00,56.8
2016-12-23-13:15,56.8
2016-12-23-13:30,56.8
2016-12-23-13:45,56.8
2016-12-23-14:00,56.8
2016-12-23-14:15,56.8
2016-12-23-14:30,56.8
2016-12-23-14:45,56.8
2016-12-23-15:00,56.8
2016-12-23-15:15,56.8
2016-12-23-15:30,56.6
2016-12-23-15:45,56.6
2016-12-23-16:00,56.6
2016-12-23-16:15,56.6
2016-12-23-16:30,56.6
2016-12-23-16:45,56.4
2016-12-23-17:00,56.4
2016-12-23-17:15,56.4
2016-12-23-17:30,56.4
2016-12-23-17:45,56.4
2016-12-23-18:00,56.4
2016-12-23-18:15,56.4
2016-12-23-18:30,56.4
2016-12-23-18:45,56.3
2016-12-23-19:00,56.3
2016-12-23-19:15,56.3
2016-12-23-19:30,56.3
2016-12-23-19:45,56.3
2016-12-23-20:00,56.3
2016-12-23-20:15,56.3
2016-12-23-20:30,56.3
2016-12-23-20:45,56.3
2016-12-23-21:00,56.1
2016-12-23-21:15,56.1
2016-12-23-21:30,56.1
2016-12-23-21:45,56.1
2016-12-23-22:00,55.9
2016-12-23-22:15,55.9
2016-12-23-22:30,55.9
2016-12-23-22:45,55.9
2016-12-23-23:00,55.9
2016-12-23-23:15,55.9
2016-12-23-23:30,55.7
2016-12-23-23:45,55.7
2016-12-24-00:00,55.7
2016-12-24-00:15,55.5
2016-12-24-00:30,55.5
2016-12-24-00:45,55.5
2016-12-24-01:00,55.5
2016-12-24-01:15,55.5
2016-12-24-01:30,55.4
2016-12-24-01:45,55.4
2016-12-24-02:00,55.4
2016-12-24-02:15,55.4
2016-12-24-02:30,55.4
2016-12-24-02:45,55.4
2016-12-24-03:00,55.2
2016-12-24-03:15,55.2
2016-12-24-03:30,55.2
2016-12-24-03:45,55.0
2016-12-24-04:00,55.0
2016-12-24-04:15,55.0
2016-12-24-04:30,55.0
2016-12-24-04:45,55.0
2016-12-24-05:00,55.0
2016-12-24-05:15,54.8
2016-12-24-05:30,54.8
2016-12-24-05:45,54.8
2016-12-24-06:00,54.6
2016-12-24-06:15,54.6
2016-12-24-06:30,54.6
2016-12-24-06:45,54.6
2016-12-24-07:00,54.6
2016-12-24-07:15,54.6
2016-12-24-07:30,54.5
2016-12-24-07:45,54.5
2016-12-24-08:00,54.5
2016-12-24-08:15,54.5
2016-12-24-08:30,54.5
2016-12-24-08:45,54.5
2016-12-24-09:00,54.3
2016-12-24-09:15,54.3
2016-12-24-09:30,54.3
2016-12-24-09:45,54.1
2016-12-24-10:00,54.1
2016-12-24-10:15,54.1
2016-12-24-10:30,54.1
2016-12-24-10:45,54.1
2016-12-24-11:00,54.1
2016-12-24-11:15,53.9
2016-12-24-11:30,53.9
2016-12-24-11:45,53.9
2016-12-24-12:00,53.9
2016-12-24-12:15,53.7
2016-12-24-12:30,53.7
2016-12-24-12:45,53.7
2016-12-24-13:00,53.7
2016-12-24-13:15,53.7
2016-12-24-13:30,53.7
2016-12-24-13:45,53.7
2016-12-24-14:00,53.7
2016-12-24-14:15,53.6
2016-12-24-14:30,53.6
2016-12-24-14:45,53.6
2016-12-24-15:00,53.6
2016-12-24-15:15,53.6
2016-12-24-15:30,53.6
2016-12-24-15:45,53.6
2016-12-24-16:00,53.6
2016-12-24-16:15,53.6
2016-12-24-16:30,53.6
2016-12-24-16:45,53.4
2016-12-24-17:00,53.4
2016-12-24-17:15,53.4
2016-12-24-17:30,53.4
2016-12-24-17:45,53.2
